VNIR1_savg,NIR_savg,VNIR2_INTP,EVI_INTP,NIR_INTP,NIR,SWIR1_savg,EVI_savg,VNIR3_INTP,EVI2,VNIR1,VNIR1_INTP,SWIR1,VNIR2,VNIR2_savg,SWIR1_INTP,NIR_diss,SWIR2_savg,ELEVATION,RED_savg,EVI,VNIR3,VNIR3_savg,EVI2_savg,GREEN_savg,GREEN_INTP,NIR_contrast,NIR_dent,NBR_savg,NDVI_INTP,RED,GREEN,NIR_inertia,GREEN_idm,NIR_idm,BLUE_savg,NBR,NBR_INTP,EVI2_INTP,SWIR2,SWIR2_INTP,VNIR1_COS,GREEN_contrast,NDVI_savg,NIR_ent,SWIR2_SIN,NIR_dvar,GREEN_ent,GREEN_inertia,NIR_asm,SWIR1_RMSE,GREEN_diss,TREE_COVER,SWIR2_dent,NDVI_shade,SWIR1_COS,BLUE,GREEN_RMSE,GREEN_dent,RAINFALL,VNIR3_dvar,NDVI,ASPECT,SWIR2_shade,EVI2_shade,VNIR3_inertia,NBR_shade,x,y,polygonID,Class,Classname
0.2564123868942261,0.3191879093647003,0.28840288519859314,0.9999858736991882,0.31877776980400085,0.29851260781288147,0.3930934965610504,0.2949683368206024,0.31104350090026855,0.2602427005767822,0.23729512095451355,0.2377367615699768,0.3728841245174408,0.2826691269874573,0.30154430866241455,0.30305951833724976,0.07083142548799515,0.3665238916873932,0.14441417157649994,0.22869481146335602,0.29150426387786865,0.29209333658218384,0.3165888488292694,0.2520299553871155,0.16667160391807556,0.13416406512260437,0.0056698136031627655,0.40058737993240356,0.2875421345233917,0.5825859904289246,0.2083045095205307,0.15119563043117523,0.0056698136031627655,0.4510120153427124,0.5080217123031616,0.14081557095050812,0.3114176392555237,0.4573708474636078,0.2877503037452698,0.3528507947921753,0.25313854217529297,0.40154433250427246,0.008125295862555504,0.46620646119117737,0.730109691619873,0.5320442914962769,0.006061767693608999,0.6924882531166077,0.008125295862555504,0.02448352426290512,0.08254029601812363,0.0957094132900238,0.05999999865889549,0.6891961693763733,0.4979134798049927,0.5263488292694092,0.11989215016365051,0.09802606701850891,0.4384934604167938,0.9889258146286011,0.0053892857395112514,0.5160889029502869,0.0,0.4108259081840515,0.46438509225845337,0.004990689922124147,0.45772692561149597,-15.072338078835186,10.958862561323484,5000,6,Non-Forest
0.2568284869194031,0.31897395849227905,0.2842298746109009,0.9999858736991882,0.3123844563961029,0.28882738947868347,0.39316534996032715,0.2933702766895294,0.3058033287525177,0.2530192732810974,0.2330121099948883,0.23281827569007874,0.3811849057674408,0.2791304886341095,0.3013427257537842,0.3166009485721588,0.06782232969999313,0.365302711725235,0.14441417157649994,0.23020720481872559,0.28745195269584656,0.28638577461242676,0.31595462560653687,0.2503577768802643,0.16900193691253662,0.1356363147497177,0.005366009660065174,0.39020422101020813,0.28883126378059387,0.5755686163902283,0.2044982761144638,0.14912444353103638,0.005366009660065174,0.45647644996643066,0.525458812713623,0.1430419683456421,0.30149218440055847,0.43073567748069763,0.27835723757743835,0.34909525513648987,0.263549268245697,0.408176988363266,0.00794705469161272,0.4643575847148895,0.7332748770713806,0.51976078748703,0.005876247305423021,0.7009806036949158,0.00794705469161272,0.02314392291009426,0.06867730617523193,0.09426800906658173,0.05999999865889549,0.698102593421936,0.4978947043418884,0.5263488292694092,0.12424808740615845,0.10068365186452866,0.43444037437438965,0.9889258146286011,0.005344610195606947,0.5091261267662048,0.0,0.4108114540576935,0.46439245343208313,0.0049659451469779015,0.4577006995677948,-15.072338078835186,10.958952392851895,5000,6,Non-Forest
0.25766411423683167,0.3198435604572296,0.25177106261253357,0.9999857544898987,0.2574702799320221,0.2829470634460449,0.39331504702568054,0.2930036187171936,0.2713117301464081,0.24814216792583466,0.2330121099948883,0.211478129029274,0.3811849057674408,0.2791304886341095,0.30198219418525696,0.23670072853565216,0.06923529505729675,0.3640996217727661,0.14168937504291534,0.23166543245315552,0.2807113528251648,0.28638577461242676,0.3163277506828308,0.2501389980316162,0.17106275260448456,0.13570867478847504,0.005565575789660215,0.39280179142951965,0.2911303639411926,0.525429904460907,0.2103806436061859,0.15458481013774872,0.005565575789660215,0.45579132437705994,0.5207718014717102,0.14459675550460815,0.2901066243648529,0.49487337470054626,0.23557686805725098,0.34909525513648987,0.18911422789096832,0.39495953917503357,0.008179789409041405,0.46371930837631226,0.7426790595054626,0.49729296565055847,0.005998436827212572,0.7152442336082458,0.008179789409041405,0.02211860939860344,0.16268165409564972,0.09535707533359528,0.05999999865889549,0.690701961517334,0.4978729784488678,0.5226200222969055,0.12611491978168488,0.10613352805376053,0.4384855031967163,0.9889258146286011,0.004421876277774572,0.5050489902496338,0.0,0.41064274311065674,0.46438121795654297,0.0042541492730379105,0.45793387293815613,-15.072338078835186,10.959042224380308,5000,6,Non-Forest
0.26217031478881836,0.3262309730052948,0.3143902122974396,0.999985933303833,0.3396662771701813,0.30888962745666504,0.4036041498184204,0.2969540059566498,0.3414011597633362,0.2846185863018036,0.24833211302757263,0.24667257070541382,0.3670247495174408,0.29109442234039307,0.306958943605423,0.2952873110771179,0.06290312111377716,0.3764098584651947,0.14441417157649994,0.23344969749450684,0.3131978511810303,0.30753737688064575,0.3227000832557678,0.2543466091156006,0.16936708986759186,0.12338874489068985,0.004460835363715887,0.37361112236976624,0.2848953902721405,0.617030918598175,0.20103807747364044,0.13895687460899353,0.004460835363715887,0.43343794345855713,0.5387868881225586,0.14234508574008942,0.37207281589508057,0.49863606691360474,0.3218413293361664,0.31512460112571716,0.23109692335128784,0.4071272909641266,0.008776954375207424,0.46717289090156555,0.6801010966300964,0.5333422422409058,0.004842023830860853,0.7032738924026489,0.008776954375207424,0.034316763281822205,0.07782161980867386,0.10025785118341446,0.05999999865889549,0.6809126138687134,0.49790477752685547,0.5263488292694092,0.11221738904714584,0.08742985874414444,0.4504610300064087,0.9889258146286011,0.005124684888869524,0.5397427678108215,0.0,0.41118288040161133,0.46436452865600586,0.004792732186615467,0.45789065957069397,-15.072248247306772,10.958862561323484,5000,6,Non-Forest
0.2633679211139679,0.3262154459953308,0.3112144470214844,0.999985933303833,0.3363931477069855,0.3071601390838623,0.40411606431007385,0.29463014006614685,0.3364059031009674,0.27809131145477295,0.24207232892513275,0.24636319279670715,0.3666992485523224,0.2882298231124878,0.3071952760219574,0.29141953587532043,0.061542488634586334,0.37598180770874023,0.14441417157649994,0.23581969738006592,0.31189149618148804,0.30569079518318176,0.32250016927719116,0.25192150473594666,0.17246590554714203,0.13060912489891052,0.004404707346111536,0.36750495433807373,0.2854144871234894,0.6049423217773438,0.19688580930233002,0.14253436028957367,0.004404707346111536,0.43401989340782166,0.5488256812095642,0.14529676735401154,0.3639576733112335,0.4943365454673767,0.3084111213684082,0.3163195550441742,0.2368626892566681,0.4044345021247864,0.008874589577317238,0.4643850028514862,0.6838907599449158,0.5221613645553589,0.004893362522125244,0.7110303044319153,0.008874589577317238,0.033051397651433945,0.079684779047966,0.10035394132137299,0.05999999865889549,0.6902869343757629,0.49788588285446167,0.5263488292694092,0.1184401735663414,0.10398382693529129,0.4495345652103424,0.9889258146286011,0.005080009810626507,0.5308483242988586,0.0,0.41121259331703186,0.4643710255622864,0.004767987411469221,0.4578722417354584,-15.072248247306772,10.958952392851895,5000,6,Non-Forest
0.2648395299911499,0.3270859122276306,0.3112144470214844,0.9999858736991882,0.32140132784843445,0.2957454025745392,0.4047177731990814,0.2934735119342804,0.3364059031009674,0.25333136320114136,0.24207232892513275,0.24636319279670715,0.3666992485523224,0.2882298231124878,0.3081788122653961,0.29141953587532043,0.06545430421829224,0.375625342130661,0.14168937504291534,0.23797990381717682,0.28503042459487915,0.30569079518318176,0.3231697082519531,0.250870019197464,0.17516614496707916,0.14100521802902222,0.004973559640347958,0.3782781660556793,0.28653931617736816,0.5693697333335876,0.2110726684331894,0.15307849645614624,0.004973559640347958,0.4275200366973877,0.5328088402748108,0.1475442349910736,0.3477954864501953,0.4814549386501312,0.2769155204296112,0.3163195550441742,0.2368626892566681,0.4044345021247864,0.009273644536733627,0.46283623576164246,0.6988717913627625,0.5221613645553589,0.005429484415799379,0.7304856181144714,0.009273644536733627,0.029719939455389977,0.079684779047966,0.1027723103761673,0.05999999865889549,0.6821632981300354,0.4978693723678589,0.5263488292694092,0.1219664141535759,0.10279728472232819,0.45431917905807495,0.9889258146286011,0.004356312565505505,0.5064869523048401,0.0,0.4111769199371338,0.46436581015586853,0.004241777118295431,0.4579201638698578,-15.072248247306772,10.959042224380308,5000,6,Non-Forest
0.26673489809036255,0.3311811685562134,0.3143902122974396,0.9999859929084778,0.35382580757141113,0.3126945495605469,0.4117371141910553,0.29791146516799927,0.3414011597633362,0.3019629716873169,0.24833211302757263,0.24667257070541382,0.3670247495174408,0.29109442234039307,0.3112475872039795,0.2952873110771179,0.05377117544412613,0.38336241245269775,0.14441417157649994,0.23730412125587463,0.3418973684310913,0.30753737688064575,0.32770833373069763,0.2556750774383545,0.17188668251037598,0.11760728061199188,0.0032563116401433945,0.3399897813796997,0.28308001160621643,0.6372338533401489,0.1910034567117691,0.1319902092218399,0.0032563116401433945,0.4244948923587799,0.5796790719032288,0.1440967321395874,0.3857622444629669,0.5084894895553589,0.3414044678211212,0.31512460112571716,0.23109692335128784,0.4071272909641266,0.00902444776147604,0.4673529863357544,0.6326348781585693,0.5333422422409058,0.00355605804361403,0.7141110897064209,0.00902444776147604,0.04509463906288147,0.07782161980867386,0.10221176594495773,0.05999999865889549,0.6125710010528564,0.49788132309913635,0.5263488292694092,0.11325451731681824,0.09122097492218018,0.45380842685699463,0.9889258146286011,0.0026599785778671503,0.5524585843086243,0.0,0.4114261269569397,0.4643391966819763,0.0024953449610620737,0.4579922556877136,-15.072158415778361,10.958862561323484,5000,6,Non-Forest
0.2686869204044342,0.3314882814884186,0.3087928891181946,0.9999859929084778,0.3499152362346649,0.3126945495605469,0.4125843346118927,0.2949683368206024,0.3342882990837097,0.30081871151924133,0.24207232892513275,0.24421913921833038,0.3666992485523224,0.2882298231124878,0.31206777691841125,0.2914842963218689,0.051285404711961746,0.3838408291339874,0.14441417157649994,0.2406165450811386,0.3308158814907074,0.30569079518318176,0.32792550325393677,0.2525945007801056,0.17603692412376404,0.11806941777467728,0.0029444899410009384,0.32637840509414673,0.282822847366333,0.6341129541397095,0.1882352977991104,0.13839200139045715,0.0029444899410009384,0.421310156583786,0.5910300016403198,0.14778845012187958,0.3657418489456177,0.5059792399406433,0.33862176537513733,0.3163195550441742,0.23703251779079437,0.40674495697021484,0.00921290647238493,0.46373802423477173,0.6324588060379028,0.5232164263725281,0.0031826396007090807,0.7253212332725525,0.00921290647238493,0.04447779059410095,0.08104235678911209,0.10314066708087921,0.05999999865889549,0.6171764135360718,0.49785706400871277,0.5263488292694092,0.1184401735663414,0.09040471911430359,0.4535578489303589,0.9889258146286011,0.0027493294328451157,0.5557014346122742,0.0,0.41148748993873596,0.4643365442752838,0.0025448340456932783,0.4580029547214508,-15.072158415778361,10.958952392851895,5000,6,Non-Forest
0.27081993222236633,0.3325554430484772,0.26936420798301697,0.9999858736991882,0.29305288195610046,0.3068142533302307,0.4135729968547821,0.2932702600955963,0.2911756932735443,0.2778031527996063,0.24207232892513275,0.2197103500366211,0.3666992485523224,0.2882298231124878,0.3135056793689728,0.23082338273525238,0.0532347746193409,0.38436251878738403,0.14168937504291534,0.24349011480808258,0.30954375863075256,0.30569079518318176,0.32890182733535767,0.2508656084537506,0.17962802946567535,0.1245221197605133,0.0031703379936516285,0.33511409163475037,0.28298017382621765,0.5784094333648682,0.2024221569299698,0.1447938084602356,0.0031703379936516285,0.4186265468597412,0.5817046165466309,0.15067696571350098,0.3661401867866516,0.5489945411682129,0.2762000262737274,0.3163195550441742,0.17886647582054138,0.38855940103530884,0.009522274136543274,0.4614469110965729,0.6476414203643799,0.49878400564193726,0.0033975334372371435,0.7452846765518188,0.009522274136543274,0.040722914040088654,0.14472468197345734,0.10472621023654938,0.05999999865889549,0.6067726016044617,0.4978443682193756,0.5136004090309143,0.12134412676095963,0.09328489005565643,0.4562743604183197,0.9889258146286011,0.002404256956651807,0.5334087014198303,0.0,0.41152769327163696,0.46432870626449585,0.002299320651218295,0.4580187499523163,-15.072158415778361,10.959042224380308,5000,6,Non-Forest
0.13753029704093933,0.5792506337165833,0.4681357741355896,0.9999869465827942,0.5976369380950928,0.5254236459732056,0.2584899365901947,0.7911106944084167,0.5676543712615967,0.7390187978744507,0.12643109261989594,0.14532215893268585,0.2470703125,0.42118123173713684,0.4747453033924103,0.2555043697357178,0.13198141753673553,0.11952924728393555,0.19891008734703064,0.03551340103149414,0.7429786324501038,0.4906832277774811,0.5617901682853699,0.759099006652832,0.0685097873210907,0.0743720754981041,0.017024585977196693,0.5336020588874817,0.8845317363739014,0.9243455529212952,0.03987889364361763,0.07409150153398514,0.017024585977196693,0.6509132385253906,0.3074442148208618,0.038877181708812714,0.8765206336975098,0.8314996361732483,0.730320155620575,0.11223968118429184,0.10396181046962738,0.38216546177864075,0.002047501737251878,0.9300632476806641,0.7920185327529907,0.4291684031486511,0.015140393748879433,0.4160180389881134,0.002047501737251878,0.015181165188550949,0.011013929732143879,0.04723009839653969,0.6499999761581421,0.19124232232570648,0.49785247445106506,0.48886215686798096,0.04086289182305336,0.0614679753780365,0.2641274333000183,0.8708010315895081,0.003712876234203577,0.9283638596534729,0.0,0.41161298751831055,0.4642815887928009,0.0033691409043967724,0.4570968449115753,-16.026977731269,11.166912381125565,5001,2,Open Forest
